Nada | seu-socio-gestor-auditoria-3.zip | Escopo!18/09/2026 | 53 XLSX abertos e inspecionados: 234 abas, 162.716 fórmulas, 276 validações e 470 regras condicionais. TRIAGEM-COMPLETA.md, LEIA-ME.md, INVENTARIO.md e referências lidos. Comparação com o pacote e o parecer anteriores. | Diagnóstico sem alterar qualquer XLSX; hashes dos 53 originais conferidos ao final. | Este relatório contém correções G-1 a G-32, regressões, 12 contas novas, contratos, veredictos, testes nativos e inventários. Nada significa ausência de achado naquele teste, não certificação universal.
Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!B8 | Validação inspecionada: {"type": "list", "sqref": "B8", "formula1": "=OFFSET(Config!$A$19,0,0,MAX(1,COUNTA(Config!$A$19:$A$30)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!N19:N24 | Regra condicional: {"type": "expression", "formula": ["N19=\"Não cobre o custo cheio\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!N19:N24 | Regra condicional: {"type": "expression", "formula": ["N19=\"Cobre o custo, não a margem mínima\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!N19:N24 | Regra condicional: {"type": "expression", "formula": ["N19=\"Cobre custo e margem\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!J19:J24 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(J19),J19<0)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!G31:G36 | Regra condicional: {"type": "expression", "formula": ["LEFT(G31,3)=\"Nem\""], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!G31:G36 | Regra condicional: {"type": "expression", "formula": ["LEFT(G31,20)=\"Contribui, mas o pra\""], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!G31:G36 | Regra condicional: {"type": "expression", "formula": ["LEFT(G31,16)=\"Contribui: melho\""], "priority": 7, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!F43:F49 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(F43),F43<0)"], "priority": 8, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Config!C19:C30 | Validação inspecionada: {"type": "list", "sqref": "C19:C30", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Inventário!arquivo | 3 abas; 225 fórmulas; 1 validações; 10 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: COUNTA, COUNTIF, IF, IFERROR, OR, SUM, SUMPRODUCT; SHA-256 inalterado: 1a7ff0114dea1a7019667234fbf29fc24d534eb9a25ed412208f5d5954a2a27d | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!C8:C19 | Validação inspecionada: {"type": "list", "sqref": "C8:C19", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!N8:N19 | Regra condicional: {"type": "expression", "formula": ["N8=\"Abaixo do mínimo\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!N8:N19 | Regra condicional: {"type": "expression", "formula": ["N8=\"Entre mínimo e alvo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!N8:N19 | Regra condicional: {"type": "expression", "formula": ["N8=\"No alvo ou acima\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!N8:N19 | Regra condicional: {"type": "expression", "formula": ["N8=\"Sem cobrança\""], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!I8:M19 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(I8),I8>0,I8*(1-Config!$B$8)<$E8)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!I8:M19 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(I8),I8*(1-Config!$B$8)>=$E8,I8<$F8)"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!O8:O19 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(O8),O8>0)"], "priority": 7, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!S8:S19 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(S8),S8<0)"], "priority": 8, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!C27:H38 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(C27),C27>0,C27<Config!$B$13)"], "priority": 9, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/08-tabela-de-precos.xlsx | Tabela!C27:H38 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(C27),C27>=Config!$B$14)"], "priority": 10, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Inventário!arquivo | 4 abas; 3284 fórmulas; 8 validações; 4 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: COUNTA, DATE, IF, INDEX, MATCH, MONTH, OR, REPT, ROUND, SUM, SUMIFS, YEAR; SHA-256 inalterado: 084ea6958b6defc49e68d3733264c8a08b6839b69f9385325ec67ce4aae9e7d7 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Painel!E5 | Regra condicional: {"type": "expression", "formula": ["E5<0"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Painel!D56:E67 | Regra condicional: {"type": "expression", "formula": ["D56<0"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$L$5:$L$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!B5:B1504 | Validação inspecionada: {"type": "list", "sqref": "B5:B1504", "formula1": "\"Entrada,Saída\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!C5:C1504 | Validação inspecionada: {"type": "list", "sqref": "C5:C1504", "formula1": "=OFFSET(Config!$H$5,0,0,MAX(1,COUNTA(Config!$D$5:$D$16)+COUNTA(Config!$F$5:$F$20)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!D5:D1504 | Validação inspecionada: {"type": "list", "sqref": "D5:D1504", "formula1": "=OFFSET(Config!$J$5,0,0,MAX(1,COUNTA(Config!$J$5:$J$34)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!H5:H1504 | Validação inspecionada: {"type": "list", "sqref": "H5:H1504", "formula1": "\"Pix,Dinheiro,Cartão de débito,Cartão de crédito,Transferência,Boleto\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!I5:I1504 | Validação inspecionada: {"type": "list", "sqref": "I5:I1504", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!A5:A1504 | Validação inspecionada: {"type": "date", "sqref": "A5:A1504", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!G5:G1504 | Validação inspecionada: {"type": "decimal", "sqref": "G5:G1504", "formula1": "0", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!A5:K1504 | Regra condicional: {"type": "expression", "formula": ["$B5=\"Entrada\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/09-caixa-da-clinica.xlsx | Lançamentos!A5:K1504 | Regra condicional: {"type": "expression", "formula": ["AND($A5<>\"\",$I5=\"Não\")"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Inventário!arquivo | 4 abas; 189 fórmulas; 4 validações; 6 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: IF, INDEX, MATCH, MAX, MOD, OR, SUM; SHA-256 inalterado: acc49898e1ea1c26b24cca71654d188d9a1c1c81812eb2451a020b40f8c967c2 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!L9:L20 | Regra condicional: {"type": "expression", "formula": ["L9=\"Falta separar\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!L9:L20 | Regra condicional: {"type": "expression", "formula": ["L9=\"Coberto\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!A9:M20 | Regra condicional: {"type": "expression", "formula": ["ROW()-9+1=Config!$B$7"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!J9:J20 | Regra condicional: {"type": "expression", "formula": ["J9<0"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!K5 | Regra condicional: {"type": "expression", "formula": ["LEFT(K5,7)=\"Atenção\""], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!K5 | Regra condicional: {"type": "expression", "formula": ["K5=\"Coberto\""], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$H$5:$H$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B11 | Validação inspecionada: {"type": "list", "sqref": "B11", "formula1": "=Config!$H$5:$H$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!B12 | Validação inspecionada: {"type": "list", "sqref": "B12", "formula1": "=Config!$H$5:$H$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/10-provisao-de-impostos.xlsx | Config!C16:D23 | Validação inspecionada: {"type": "list", "sqref": "C16:D23", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.
